Window ID,True Label,Predicted Label,Alert Type,Event Sequence,Technique IDs,Technique Names,Tactics,Data Sources,Reasons
498,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
499,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
500,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
502,0,1,False Positive,EVENT_b97f359a EVENT_6b878d6c EVENT_9808beac EVENT_f0832ece EVENT_52e09b9d EVENT_335ca259 EVENT_f681d323 EVENT_82fec567 EVENT_24406284 EVENT_94079a98 EVENT_c0d9ffbe EVENT_88f75265 EVENT_bfcc4c57 EVENT_d5010182 DEVICE_NODE_CREATE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
503,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
504,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
505,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
506,0,1,False Positive,EVENT_f3dc4e72 EVENT_6c31fad9 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 EVENT_27a754c7 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 DNS_LISTEN_IPV4 EVENT_e7715c43 EVENT_e7715c43 DNS_LISTEN_IPV4 EVENT_75101dcd,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
507,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
508,0,1,False Positive,EVENT_0e8eb195 EVENT_e09949fa SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
509,0,1,False Positive,AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
510,0,1,False Positive,SESSION_CLOSE SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
511,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
512,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
513,0,1,False Positive,UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
514,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
515,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
516,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
517,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
518,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
519,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
520,0,1,False Positive,TTY_TIMEOUT TTY_TIMEOUT,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
521,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
523,0,1,False Positive,AUTH_FAIL_USER SESSION_OPEN,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
524,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
525,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
526,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
527,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
528,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
529,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
530,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
531,0,1,False Positive,EVENT_4b246f20 EVENT_f7c0b007 EVENT_24da8a29 EVENT_655b0883 KERNEL_TIME_SYNC EVENT_15879ba7 EVENT_8517948b EVENT_853f0e2d DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
532,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
533,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
534,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
535,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
536,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
537,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
538,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
539,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
540,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
541,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
542,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
543,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
544,0,1,False Positive,UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
545,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
546,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
547,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
548,0,1,False Positive,UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
549,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
550,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
551,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
552,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
553,0,1,False Positive,EVENT_9998416d FTP_PEER_DISCONNECT,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
554,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
555,0,1,False Positive,TTY_TIMEOUT TTY_TIMEOUT TTY_TIMEOUT,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
556,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
557,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
558,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
559,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
560,0,1,False Positive,EVENT_9998416d FTP_PEER_DISCONNECT,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
561,0,1,False Positive,EVENT_0e8eb195 EVENT_e09949fa,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
562,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
563,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
564,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
565,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
566,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
567,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
568,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
569,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
570,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
571,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
572,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
573,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
574,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
575,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
576,0,1,False Positive,UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
577,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
578,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
579,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
580,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
581,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
582,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
583,0,1,False Positive,EVENT_b97f359a EVENT_9808beac EVENT_6b878d6c EVENT_f0832ece EVENT_52e09b9d EVENT_335ca259 EVENT_d5010182 EVENT_f681d323 EVENT_82fec567 EVENT_24406284 EVENT_94079a98 EVENT_c0d9ffbe EVENT_bfcc4c57 EVENT_88f75265 EVENT_8db4d1ba EVENT_76d915af EVENT_e7d54ca8 EVENT_1f6d8f8d EVENT_464389b7 SYSTEM_INFO EVENT_26de28f7 SYSTEM_INFO EVENT_c80127b9 SESSION_OPEN SESSION_CLOSE DEVICE_NODE_CREATE EVENT_2de79c1b,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
584,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
585,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
586,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
587,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
588,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
589,0,1,False Positive,EVENT_ea3e4c85 EVENT_03649f38 SYSTEM_INFO EVENT_c80127b9 SESSION_OPEN EVENT_496e5f6d SYSTEM_INFO EVENT_0bdbe045,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
590,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
591,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
592,0,1,False Positive,AUTH_FAIL_USER SSHD_EVENT AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
593,0,1,False Positive,TTY_PEER_DIED EVENT_b52b9c71 EVENT_b52b9c71 TTY_PEER_DIED TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
594,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
595,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
596,0,1,False Positive,EVENT_0e8eb195 EVENT_e09949fa,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
597,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
598,0,1,False Positive,EVENT_f7c0b007 EVENT_24da8a29 EVENT_655b0883 KERNEL_TIME_SYNC EVENT_15879ba7 EVENT_8517948b EVENT_853f0e2d DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
599,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
600,0,1,False Positive,SESSION_CLOSE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
601,0,1,False Positive,UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
602,0,1,False Positive,AUTH_FAIL_USER SESSION_OPEN,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
603,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
604,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
605,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
606,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
607,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
608,0,1,False Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
609,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
610,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
611,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
612,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
613,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
614,0,1,False Positive,AUTH_FAIL_USER SESSION_OPEN,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
615,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
616,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
618,0,1,False Positive,SESSION_OPEN SESSION_OPEN SESSION_CLOSE SESSION_CLOSE SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
619,0,1,False Positive,EVENT_b97f359a EVENT_6b878d6c EVENT_9808beac EVENT_f0832ece EVENT_88f75265 EVENT_c0d9ffbe EVENT_94079a98 EVENT_24406284 EVENT_bfcc4c57 EVENT_f681d323 EVENT_d5010182 EVENT_335ca259 EVENT_52e09b9d EVENT_82fec567 EVENT_8db4d1ba EVENT_e7d54ca8 EVENT_464389b7 EVENT_1f6d8f8d EVENT_76d915af DEVICE_NODE_CREATE SYSTEM_INFO EVENT_26de28f7 SYSTEM_INFO EVENT_c80127b9 SESSION_OPEN SESSION_CLOSE EVENT_2de79c1b,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
620,0,1,False Positive,SESSION_OPEN SESSION_CLOSE SESSION_CLOSE SESSION_CLOSE SESSION_OPEN SESSION_OPEN SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
621,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
622,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
623,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
624,0,1,False Positive,TTY_PEER_DIED TTY_PEER_DIED TTY_PEER_DIED TTY_PEER_DIED,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
625,0,1,False Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
626,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
627,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
628,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
629,0,1,False Positive,EVENT_8db4d1ba EVENT_1f6d8f8d EVENT_e7d54ca8 EVENT_464389b7 EVENT_76d915af SYSTEM_INFO EVENT_26de28f7 SYSTEM_INFO EVENT_c80127b9 EVENT_cbb229f8 SESSION_CLOSE SESSION_OPEN EVENT_2de79c1b EVENT_4b246f20 EVENT_f7c0b007 EVENT_24da8a29 EVENT_655b0883 KERNEL_TIME_SYNC EVENT_15879ba7 EVENT_8517948b EVENT_853f0e2d DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_REMOVE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE DEVICE_NODE_CREATE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
630,0,1,False Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Mapped from Linux semantic token.
631,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
632,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
633,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
634,0,1,False Positive,SESSION_CLOSE SESSION_OPEN,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
635,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
636,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
637,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
638,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
639,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
640,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
641,0,1,False Positive,UNKNOWN_USER AUTH_FAIL EVENT_03649f38,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
642,0,1,False Positive,UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Mapped from Linux semantic token.
643,0,1,False Positive,SESSION_OPEN SESSION_CLOSE,No MITRE Mapping,No MITRE Mapping,,,No ATT&CK-mappable semantic behavior found
